TR:liver:CellLine,TR:dme,TR:il6,TR:flagellin,TR:nrg1,TR:tnf,TR:fstl1,TR:cd40lg,TR:egf,TR:tgfa,TR:il1a,TR:il1b,TR:btc,TR:dmsoi,TR:map2k1i,TR:pi3ki,DA:akt,DA:creb,DA:egfr,DA:erk,DA:gsk3,DA:hsp27,DA:ikb,DA:irs1s,DA:jnk,DA:map2k1,DA:mapk14,DA:rps6ka1,DA:rps6kb1,DA:rps6kb2,DA:rps6kb3,DA:stat3,DV:akt,DV:creb,DV:egfr,DV:erk,DV:gsk3,DV:hsp27,DV:ikb,DV:irs1s,DV:jnk,DV:map2k1,DV:mapk14,DV:rps6ka1,DV:rps6kb1,DV:rps6kb2,DV:rps6kb3,DV:stat3
1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95264,0.60056,0.033641,0.97846,0.3442,0.2449,0.043429,0.44247,0.412,0.98963,0.47466,0.94917,0.35853,0.35853,0.35853,0.98344
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.63366,0.90166,0.99987,0.99817,0.37483,0.84981,0.98584,0.81278,0.96497,0.99984,0.98633,0.9882,0.59656,0.59656,0.59656,0.88527
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.70605,0.89144,0.99977,0.99915,0.33704,0.81976,0.90675,0.7175,0.80065,0.99986,0.84451,0.97857,0.35397,0.35397,0.35397,0.69844
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.070444,0.72324,0.072357,0.23906,0.1159,0.81362,0.99072,0.30109,0.84552,0.11598,0.90841,0.23666,0.22384,0.22384,0.22384,0.13993
1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53631,0.95296,0.99982,0.99709,0.31907,0.85004,0.99604,0.77567,0.95437,0.99979,0.99488,0.98352,0.67205,0.67205,0.67205,0.79306
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8918,0.39026,0.016877,0.61728,0.29031,0.38373,0.90842,0.26283,0.45155,0.60678,0.48105,0.45597,0.2345,0.2345,0.2345,0.30318
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.58628,0.53991,0.9993,0.99666,0.18313,0.48261,0.020032,0.52599,0.30431,0.99982,0.34272,0.94569,0.19589,0.19589,0.19589,0.57607
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.82468,0.71474,0.99994,0.9989,0.27408,0.64712,0.041002,0.71848,0.71859,0.99982,0.56187,0.97359,0.56266,0.56266,0.56266,0.64309
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.035641,0.92787,0.1585,0.36622,0.089536,0.85203,0.99451,0.45044,0.97368,0.32999,0.99139,0.43831,0.17119,0.17119,0.17119,0.35389
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95174,0.097694,0.019197,0.59921,0.30431,0.11106,0.053309,0.51966,0.11129,0.6591,0.051845,0.70164,0.2392,0.2392,0.2392,0.20895
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87528,0.89443,0.12198,0.77313,0.22881,0.84728,0.99124,0.50381,0.9708,0.67182,0.99587,0.68999,0.45778,0.45778,0.45778,0.40713
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.83294,0.84215,0.9996,0.99899,0.30738,0.81158,0.86701,0.67364,0.72159,0.99987,0.6889,0.97496,0.64372,0.64372,0.64372,0.68366
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20507,0.94005,0.99485,0.99786,0.40889,0.84826,0.99725,0.79485,0.93309,0.99958,0.99037,0.96813,0.55717,0.55717,0.55717,0.60987
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.61945,0.72877,0.99337,0.99888,0.44539,0.41861,0.048195,0.87034,0.47293,0.99978,0.6878,0.97829,0.62218,0.62218,0.62218,0.67392
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.057136,0.81193,0.096644,0.85961,0.059372,0.82962,0.97297,0.53778,0.86042,0.85535,0.97769,0.65983,0.27702,0.27702,0.27702,0.9753
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.32983,0.75894,0.99966,0.99724,0.096186,0.83293,0.98709,0.56399,0.64392,0.99973,0.91044,0.94837,0.30472,0.30472,0.30472,0.4396
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18952,0.13705,0.010499,0.12565,0.12469,0.32728,0.94363,0.42321,0.19053,0.12537,0.52395,0.26063,0.14004,0.14004,0.14004,0.10737
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.80354,0.82975,0.99997,0.99877,0.3086,0.71804,0.046321,0.73325,0.45936,0.99988,0.64761,0.98372,0.5263,0.5263,0.5263,0.98451
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95034,0.84773,0.10265,0.802,0.33828,0.80882,0.98661,0.52525,0.65711,0.79193,0.90104,0.7931,0.37797,0.37797,0.37797,0.46857
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.52314,0.95467,0.99988,0.99898,0.45182,0.85048,0.99767,0.84137,0.98047,0.99984,0.99213,0.98594,0.59092,0.59092,0.59092,0.75073
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18629,0.81193,0.99696,0.99629,0.21906,0.82612,0.96446,0.58171,0.64094,0.99954,0.76723,0.96246,0.51659,0.51659,0.51659,0.41528
1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87735,0.85451,0.99995,0.99879,0.28668,0.69199,0.034293,0.85614,0.35193,0.9999,0.77777,0.98162,0.47257,0.47257,0.47257,0.97981
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.76408,0.80095,0.99998,0.9981,0.28759,0.70283,0.03675,0.70035,0.63031,0.99992,0.85159,0.9847,0.58836,0.58836,0.58836,0.9843
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.80968,0.94437,0.9999,0.99843,0.34545,0.82644,0.98975,0.86156,0.89556,0.99983,0.97445,0.98561,0.65994,0.65994,0.65994,0.64764
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95284,0.88939,0.065244,0.8836,0.35387,0.82615,0.993,0.80216,0.73327,0.80376,0.97025,0.86401,0.62077,0.62077,0.62077,0.52731
1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4866,0.80028,0.99995,0.99869,0.42442,0.48188,0.028398,0.83279,0.35893,0.99988,0.48344,0.96366,0.42673,0.42673,0.42673,0.6244
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.77441,0.90044,1,0.9987,0.56998,0.83388,0.98091,0.9144,0.83928,0.99985,0.95795,0.98698,0.67098,0.67098,0.67098,0.80782
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97178,0.88799,1,0.99901,0.74263,0.60487,0.06508,0.93188,0.34593,0.9999,0.77297,0.98645,0.74921,0.74921,0.74921,0.81478
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.058824,0.058824,0.044117,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.030739,0.058824,0.058824,0.058824,0.058824
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.19483,0.15293,0.0083039,0.075648,0.060498,0.06362,0.032537,0.064732,0.056336,0.075225,0.067817,0.022611,0.042381,0.042381,0.042381,0.98598
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.21393,0.31056,0.83505,0.18213,0.086415,0.42171,0.92378,0.2075,0.37329,0.098172,0.277,0.26511,0.28667,0.28667,0.28667,0.25286
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96639,0.13473,0.90562,0.12165,0.34005,0.12232,0.068912,0.24573,0.28264,0.33717,0.21079,0.02205,0.22489,0.22489,0.22489,0.097437
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.10218,0.31942,0.01889,0.031738,0.04243,0.41873,0.99365,0.15488,0.53342,0.074824,0.44189,0.057723,0.16729,0.16729,0.16729,0.059983
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.085768,0.15836,0.042856,0.10337,0.10369,0.11466,0.335,0.054538,0.1188,0.096413,0.14544,0.086657,0.084844,0.084844,0.084844,0.16144
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8698,0.54308,0.82063,0.14561,0.2913,0.71674,0.99726,0.20605,0.7004,0.2804,0.88115,0.061066,0.42702,0.42702,0.42702,0.17382
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05416,0.74234,0.02205,0.045221,0.069085,0.81677,0.99826,0.26213,0.91492,0.032994,0.97501,0.020425,0.4837,0.4837,0.4837,0.39246
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.13867,0.67689,0.12694,0.036951,0.084599,0.7935,0.99585,0.14466,0.69988,0.06197,0.86016,0.023765,0.26238,0.26238,0.26238,0.98916
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20854,0.80686,0.014372,0.16335,0.087793,0.798,0.9977,0.33964,0.85769,0.032831,0.91637,0.23069,0.28462,0.28462,0.28462,0.4043
1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95367,0.11094,0.99988,0.083016,0.1703,0.22631,0.015789,0.062527,0.040053,0.27956,0.31875,0.019392,0.051447,0.051447,0.051447,0.054336
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93225,0.13599,0.99927,0.31338,0.33552,0.38285,0.067204,0.075294,0.1644,0.47876,0.27495,0.081071,0.22527,0.22527,0.22527,0.19488
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97989,0.061716,0.02205,0.060659,0.29932,0.073131,0.04684,0.056382,0.079879,0.15795,0.14234,0.028807,0.17009,0.17009,0.17009,0.98932
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96961,0.62575,0.99892,0.29736,0.35767,0.80918,0.94226,0.21296,0.57796,0.36177,0.89151,0.13239,0.2713,0.2713,0.2713,0.3885
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98393,0.25022,0.99972,0.23061,0.46604,0.51589,0.73748,0.13985,0.19903,0.37789,0.43132,0.039391,0.21105,0.21105,0.21105,0.1409
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.031323,0.31942,0.01172,0.0478,0.072842,0.77814,0.95459,0.14104,0.52147,0.065558,0.63642,0.065721,0.15492,0.15492,0.15492,0.082277
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94018,0.78664,0.99716,0.15503,0.3497,0.82634,0.99783,0.29871,0.92443,0.30317,0.98366,0.086657,0.53253,0.53253,0.53253,0.24553
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.90019,0.04374,0.0063287,0.081133,0.24756,0.11841,0.85333,0.044619,0.12419,0.060067,0.11792,0.057723,0.12683,0.12683,0.12683,0.092942
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97352,0.21133,0.98232,0.21127,0.44551,0.18739,0.055528,0.077784,0.17472,0.41407,0.21705,0.093973,0.15826,0.15826,0.15826,0.06425
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94734,0.064861,0.98063,0.1866,0.20507,0.15479,0.036468,0.032657,0.053089,0.28396,0.088175,0.014784,0.1351,0.1351,0.1351,0.029386
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0096894,0.73834,0.022611,0.09387,0.041025,0.8189,0.99738,0.18011,0.87794,0.045111,0.97815,0.026835,0.36359,0.36359,0.36359,0.26026
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.60417,0.036819,0.0072667,0.022139,0.073939,0.044512,0.027066,0.037666,0.020016,0.072533,0.018567,0.016519,0.053506,0.053506,0.053506,0.023726
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53761,0.785,0.10009,0.059127,0.15344,0.82429,0.99848,0.26926,0.91181,0.04246,0.97491,0.041098,0.52021,0.52021,0.52021,0.20327
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98382,0.5136,0.99999,0.33859,0.56364,0.70279,0.9107,0.12369,0.40768,0.48884,0.54748,0.13609,0.34021,0.34021,0.34021,0.16757
1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15167,0.74531,0.50747,0.086866,0.2539,0.82087,0.99856,0.16028,0.81923,0.1965,0.95015,0.053461,0.26326,0.26326,0.26326,0.16144
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40667,0.033664,0.6093,0.10556,0.074077,0.10015,0.030853,0.083578,0.039014,0.19545,0.024739,0.10009,0.12235,0.12235,0.12235,0.058331
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.097346,0.5136,0.0072667,0.040353,0.056026,0.82105,0.99161,0.060195,0.69988,0.065338,0.92407,0.041098,0.15852,0.15852,0.15852,0.98525
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94985,0.55898,0.99911,0.29559,0.39355,0.81829,0.99164,0.23461,0.49552,0.38102,0.92537,0.068134,0.25799,0.25799,0.25799,0.20327
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013682,0.037915,0.0067857,0.040941,0.027371,0.10383,0.7674,0.028453,0.050894,0.04916,0.072499,0.0097496,0.0474,0.0474,0.0474,0.035946
1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96624,0.25357,0.99993,0.31338,0.51328,0.51857,0.057541,0.089639,0.1935,0.51005,0.35929,0.12162,0.18785,0.18785,0.18785,0.99442
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.64542,0.5219,0.038556,0.07836,0.18473,0.7225,0.99436,0.089639,0.52297,0.047097,0.80747,0.056637,0.23992,0.23992,0.23992,0.18992
1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9491,0.83653,0.99994,0.19264,0.39754,0.8204,0.99773,0.43491,0.88228,0.36783,0.95811,0.013187,0.51277,0.51277,0.51277,0.24736
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47824,0.41991,0.98153,0.2339,0.42276,0.75466,0.94677,0.13777,0.37083,0.25935,0.48211,0.095481,0.1632,0.1632,0.1632,0.24919
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97051,0.2129,0.99969,0.39312,0.40208,0.29378,0.058308,0.10457,0.086292,0.42407,0.3033,0.15545,0.25649,0.25649,0.25649,0.99206
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95698,0.33011,0.99995,0.3731,0.47701,0.53141,0.064419,0.087363,0.19626,0.49351,0.46283,0.082446,0.31566,0.31566,0.31566,0.99479
1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96282,0.70294,0.99998,0.27456,0.53773,0.81114,0.99611,0.18662,0.63086,0.46671,0.8626,0.13796,0.45983,0.45983,0.45983,0.31364
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.57501,0.55583,0.045589,0.083016,0.21272,0.79487,0.98158,0.16383,0.50169,0.072309,0.74891,0.036924,0.25704,0.25704,0.25704,0.17068
1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95119,0.25693,0.99973,0.14037,0.48437,0.19615,0.043181,0.040972,0.055349,0.30688,0.045632,0.075721,0.071248,0.071248,0.071248,0.027889
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97099,0.65015,0.99966,0.27804,0.45442,0.80079,0.99471,0.28652,0.5349,0.45382,0.65338,0.15949,0.46016,0.46016,0.46016,0.2696
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96922,0.3212,0.99953,0.19112,0.41003,0.31692,0.054051,0.11819,0.12528,0.40958,0.19911,0.095481,0.25095,0.25095,0.25095,0.13256
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010955,0.013754,0.0093456,0.3336,0.031995,0.020402,0.0021569,0.042863,0.003053,0.15643,0.012912,0.091983,0.049308,0.049308,0.049308,0.86396
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016043,0.044899,0.15903,0.23747,0.060674,0.18717,0.92986,0.080514,0.25665,0.045125,0.24589,0.054858,0.22475,0.22475,0.22475,0.024543
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047502,0.39471,0.95172,0.99913,0.46768,0.26804,0.044792,0.84413,0.34743,0.99957,0.46715,0.95914,0.97573,0.97573,0.97573,0.81303
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034731,0.33897,0.052654,0.1216,0.05419,0.49137,0.99389,0.16931,0.23731,0.071125,0.66127,0.036552,0.3427,0.3427,0.3427,0.12011
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014188,0.048808,0.015172,0.059411,0.040643,0.082366,0.16359,0.016713,0.041194,0.048039,0.090409,0.028008,0.045013,0.045013,0.045013,0.046331
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.032664,0.40201,0.9981,0.99795,0.5111,0.75152,0.99138,0.8732,0.68331,0.99906,0.85804,0.93204,0.97046,0.97046,0.97046,0.82856
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0087575,0.20699,0.011061,0.098725,0.037868,0.87654,0.99721,0.15579,0.69892,0.062086,0.94064,0.029994,0.53874,0.53874,0.53874,0.087785
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055254,0.25302,0.0377,0.56056,0.097687,0.66542,0.99401,0.22438,0.30225,0.38868,0.74315,0.20004,0.70599,0.70599,0.70599,0.98596
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016783,0.193,0.084416,0.091733,0.040643,0.86809,0.99515,0.17736,0.59039,0.052848,0.90509,0.028496,0.59607,0.59607,0.59607,0.10125
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.035155,0.38191,0.99986,0.99926,0.58511,0.59803,0.039744,0.88985,0.33416,0.99963,0.8086,0.93689,0.96859,0.96859,0.96859,0.8536
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.031074,0.24793,0.9996,0.9992,0.55257,0.48475,0.061796,0.77868,0.42912,0.99977,0.64564,0.96105,0.98706,0.98706,0.98706,0.75675
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.13839,0.10653,0.013695,0.97603,0.21568,0.14248,0.048323,0.53793,0.072887,0.95726,0.30838,0.6234,0.84327,0.84327,0.84327,0.98678
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010593,0.18467,0.99974,0.99434,0.28149,0.87224,0.97332,0.77359,0.58564,0.99873,0.93325,0.91614,0.97187,0.97187,0.97187,0.71786
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0067744,0.14971,0.9991,0.99854,0.28913,0.61232,0.76412,0.37681,0.24254,0.99939,0.63007,0.87121,0.78062,0.78062,0.78062,0.31715
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.045432,0.13782,0.0176,0.09791,0.037329,0.81944,0.99111,0.26196,0.47557,0.063874,0.80929,0.023243,0.62708,0.62708,0.62708,0.10383
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011327,0.40566,0.99963,0.99623,0.27559,0.88594,0.99873,0.81428,0.94196,0.9992,0.98482,0.91489,0.97199,0.97199,0.97199,0.76232
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.13735,0.15174,0.0042232,0.79543,0.1467,0.31263,0.95173,0.29507,0.079947,0.4847,0.65322,0.3587,0.71282,0.71282,0.71282,0.2536
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.017035,0.38374,0.99751,0.99877,0.33933,0.28603,0.021387,0.73746,0.11485,0.99897,0.38377,0.7751,0.90234,0.90234,0.90234,0.52658
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.048029,0.13019,0.99969,0.99926,0.39388,0.52982,0.058824,0.78536,0.21185,0.99965,0.44534,0.97017,0.98541,0.98541,0.98541,0.81809
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.097128,0.22302,0.018031,0.31794,0.074938,0.88828,0.99963,0.5166,0.90374,0.13354,0.98747,0.077565,0.88942,0.88942,0.88942,0.21917
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.16438,0.014444,0.60188,0.51767,0.055588,0.074366,0.037732,0.13604,0.020835,0.41377,0.034653,0.32761,0.56233,0.56233,0.56233,0.20594
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11669,0.32535,0.24014,0.78778,0.22034,0.88553,0.99934,0.7997,0.88321,0.49347,0.98699,0.30454,0.94191,0.94191,0.94191,0.37321
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.035155,0.54359,0.9985,0.99967,0.64163,0.75423,0.90554,0.89135,0.576,0.9998,0.81206,0.92006,0.97945,0.97945,0.97945,0.69483
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0045452,0.47918,0.99624,0.99805,0.35074,0.88401,0.99925,0.89394,0.92158,0.99844,0.9703,0.68542,0.96437,0.96437,0.96437,0.42827
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.060047,0.31632,0.99954,0.99875,0.45443,0.26101,0.035967,0.93824,0.069737,0.99935,0.53957,0.93323,0.97757,0.97757,0.97757,0.7374
